sequence_name	split
21_A2D.KE.91.KNH1254.AY945737_syn1_yr2019	crf_bank
22_01A1.CM.2010.Read37_HIV_CRF22_01A1.KX228817	crf_bank
22_01A1.CM.01.01CM_0001BBY.AY371159	crf_bank
22_01A1.CM.10.10CMLB092.MT349413	crf_bank
22_01A1.CM.02.02CM_1867LE.AY371165	crf_bank
22_01A1.CM.2010.DE02210CM011.KF716461	crf_bank
22_01A1.CM.10.LB005.JN864050	crf_bank
23_BG.CU.03.CB347.AY900572_syn4_yr2005	crf_bank
23_BG.CU.03.CB118.AY900571_syn1_yr2016	crf_bank
24_BG.ES.2008.Read33_HIV_CRF24_BG.KX228813	crf_bank
24_BG.CU.03.CB378.AY900574	crf_bank
25_cpx.CM.01.101BA.DQ826726	crf_bank
25_cpx.CD.2018.CD19-0059.PX241744	crf_bank
26_A5U.CD.02.02CD_MBTB047.FM877782_syn2_yr2023	crf_bank
26_A5U.CD.02.02CD_LBTB084.FM877781	crf_bank
27_cpx.CD.03.CG_0077_01.MN116204_syn2_yr2005	crf_bank
27_cpx.CD.97.97CDKTB49.AJ404325_syn1_yr2020	crf_bank
28_BF1.BR.99.BREPM12313.DQ085872_syn1_yr2002	crf_bank
28_BF1.BR.99.BREPM12817.DQ085874	crf_bank
29_BF1.BR.02.BREPM119.AY771590	crf_bank
29_BF1.BR.05.0744SV.JF804814	crf_bank
31_BC.BR.04.04BR137.AY727526_syn3_yr2010	crf_bank
31_BC.BR.04.04BR137.AY727526_syn4_yr2016	crf_bank
32_06A6.EE.2002.EST2002_1169.DQ167215_syn3_yr2005	crf_bank
32_06A6.EE.06.A14.KM606632_syn2_yr2028	crf_bank
33_01B.MY.05.05MYKL007_1.DQ366659	crf_bank
33_01B.MY.2005.05MYKL045_1.GQ277610	crf_bank
34_01B.TH.99.OUR1969P.EF165539_syn3_yr2014	crf_bank
34_01B.TH.99.OUR2275P.EF165540_syn4_yr2008	crf_bank
35_A1D.AF.2006.051H.GQ477444	crf_bank
35_A1D.IR.11.11IR.KSH24F.AB703609	crf_bank
35_A1D.AF.2006.077H.GQ477442	crf_bank
35_A1D.IR.11.11IR.KSH29F.AB703611	crf_bank
35_A1D.AF.06.027H.GQ477451	crf_bank
35_A1D.AF.06.007H.GQ477450	crf_bank
35_A1D.AF.06.073H.GQ477445	crf_bank
36_cpx.CM.00.00CMNYU830.EF087994_syn3_yr2027	crf_bank
36_cpx.CM.00.00CMNYU1162.EF087995_syn4_yr2008	crf_bank
37_cpx.CM.97.CM53392.AF377957_syn2_yr2010	crf_bank
37_cpx.CM.00.00CMNYU926.EF116594_syn1_yr2026	crf_bank
38_BF1.UY.04.UY04_3987.FJ213781_syn1_yr2023	crf_bank
38_BF1.UY.05.UY05_4752.FJ213780	crf_bank
39_BF1.BR.03.03BRRJ327.EU735536_syn3_yr2008	crf_bank
39_BF1.BR.03.03BRRJ103.EU735534	crf_bank
40_BF1.BR.05.05BRRJ055.EU735537_syn2_yr2024	crf_bank
40_BF1.BR.04.04BRSQ46.EU735540_syn1_yr2028	crf_bank
41_CD.TZ.2003.CO6952V1.KX907430_syn3_yr2019	crf_bank
41_CD.TZ.05.CO6577V5.KX907411_syn2_yr2010	crf_bank
42_BF1.LU.05.luBF_16_05.EU170153	crf_bank
42_BF1.LU.2006.luBF_20_06.EU170141	crf_bank
42_BF1.LU.2003.luBF_07_03.EU170140	crf_bank
42_BF1.LU.2003.luBF_08_03.EU170147	crf_bank
42_BF1.LU.2006.luBF_19_06.EU170138	crf_bank
43_02G.GB.13.15171_1_18.3.MF109648_syn1_yr2016	crf_bank
43_02G.SA.03.J11223.EU697904_syn2_yr2025	crf_bank
44_BF1.CL.01.CH12.AY536235_syn3_yr2021	crf_bank
44_BF1.CL.01.CH12.AY536235_syn4_yr2018	crf_bank
45_cpx.CD.97.97CD_MBS30.FN392875	crf_bank
45_cpx.CD.2017.18CD-0577.PX241716	crf_bank
46_BF1.BR.01.01BR125.DQ358802	crf_bank
46_BF1.BR.07.07BR_FPS810.HM026459	crf_bank
47_BF1.ES.08.X2457_2.FJ670529_syn1_yr2026	crf_bank
47_BF1.BR.10.10BR_RJ026.KJ849798_syn2_yr2014	crf_bank
48_01B.MY.07.07MYKT016.GQ175882_syn3_yr2011	crf_bank
48_01B.MY.07.07MYKT021.GQ175883_syn1_yr2025	crf_bank
49_cpx.BW.98.BW2117.AF192135_syn2_yr2022	crf_bank
49_cpx.GM.03.N26677.HQ385479_syn3_yr2020	crf_bank
50_A1D.GB.03.33365.JN417239_syn1_yr2020	crf_bank
50_A1D.GB.00.8179.JN417236_syn2_yr2028	crf_bank
51_01B.MN.2009.08MNG4608.LC312713	crf_bank
51_01B.MY.11.11MYKL055.KJ485697	crf_bank
52_01B.MY.03.03MYKL018_1.DQ366664_syn3_yr2015	crf_bank
52_01B.TH.00.00TH_R1741.AY945734	crf_bank
53_01B.MY.10.10MYKJ079.JX390611_syn2_yr2026	crf_bank
53_01B.MY.10.10MYKJ067.JX390612	crf_bank
54_01B.MY.07.07MYKLD49.EU031915_syn3_yr2026	crf_bank
54_01B.MY.08.08MYKL044.JX390977_syn1_yr2018	crf_bank
55_01B.CN.2022.98553_169.PV136376	crf_bank
55_01B.CN.08.08CYM047.JF340054	crf_bank
55_01B.CN.15.BL1948_00.MW110768	crf_bank
55_01B.CN.2023.105084_265.PV136365	crf_bank
55_01B.CN.2022.98553_114.PV136371	crf_bank
55_01B.CN.2023.111308_20.PV207363	crf_bank
55_01B.CN.2011.ANHUI_FY64.KC183777	crf_bank
55_01B.CN.2011.11CN.GDDG325.KF927151	crf_bank
55_01B.CN.2023.105229_152.PV136367	crf_bank
56_cpx.CY.17.CY488.ON989265	crf_bank
56_cpx.CN.18.08_004.MW693027	crf_bank
57_BC.CN.09.YNFL37.KC870044	crf_bank
57_BC.CN.09.09YNLC496sg.KC898991	crf_bank
58_01B.MY.2011.11MY1EP794.KC522034	crf_bank
58_01B.MY.2011.11MY1EP794.KC522034_syn1_yr2027	crf_bank
59_01B.CN.09.09LNA423.JX960635	crf_bank
59_01B.CN.11.11CN.LNSY300876.KJ484434	crf_bank
59_01B.CN.2007.GX070051.KF011495	crf_bank
60_BC.FR.06.06FR_CRN.EU448296_syn1_yr2024	crf_bank
60_BC.GB.13.15228_1_80.3.MF109718	crf_bank
61_BC.CN.07.FJ070004.KC990125_syn2_yr2016	crf_bank
61_BC.CN.07.JL070009.KC990126	crf_bank
62_BC.CN.10.YNFL15.KC870035_syn3_yr2022	crf_bank
62_BC.CN.10.YNFL18.KC870037	crf_bank
63_02A6.RU.19.RU_ERS_3337_2019.MZ427775	crf_bank
63_02A6.RU.19.RU_ERS_3658_2019.MZ427729	crf_bank
63_02A6.RU.2024.KOD.PX653452	crf_bank
63_02A6.RU.18.RU_ERS_2577_2018.MZ427698	crf_bank
63_02A6.RU.13.RU_8501.KJ197202	crf_bank
63_02A6.RU.2012.BLG034.PP816229	crf_bank
63_02A6.RU.2023.23VLD104.PQ585413	crf_bank
63_02A6.RU.2023.23VLD079.PQ585411	crf_bank
63_02A6.RU.2019.RU_ERS_3578_2019.MZ427709	crf_bank
63_02A6.RU.2023.23VLD076.PQ585410	crf_bank
63_02A6.RU.10.10RU6637.JN230353	crf_bank
64_BC.CN.09.09YNLX219037sg.KC899009	crf_bank
64_BC.CN.10.YNFL22.KC870040	crf_bank
64_BC.CN.09.YNFL31.KC870042	crf_bank
65_cpx.CN.2009.YNFL05.KC870030	crf_bank
65_cpx.CN.15.JL15030.MH051841	crf_bank
66_BF1.ES.11.PV623909.OK011547	crf_bank
66_BF1.PY.02.02PY_PSP0093.JN251902	crf_bank
67_01B.CN.11.ANHUI_HF115.KC183779_syn4_yr2019	crf_bank
67_01B.CN.11.ANHUI_HF115.KC183779_syn3_yr2022	crf_bank
68_01B.CN.11.ANHUI_WH73.KC183782_syn1_yr2013	crf_bank
68_01B.CN.10.JS2010001.KF758551_syn2_yr2013	crf_bank
69_01B.JP.2004.04JP-5091K320.AB845345	crf_bank
69_01B.JP.05.05JPMYC113SP420.LC027100	crf_bank
70_BF1.BR.10.10BR_PE004.KJ849758_syn2_yr2027	crf_bank
70_BF1.BR.10.10BR_PE087.KJ849775_syn3_yr2019	crf_bank
71_BF1.BR.10.10BR_PE092.KJ849778	crf_bank
71_BF1.BR.10.10BR_PE088.KJ849776	crf_bank
71_BF1.BR.10.10BR_PE016.KJ849761	crf_bank
71_BF1.BR.10.10BR_PE064.KJ849769	crf_bank
72_BF1.BR.1999.99UFRJ_2.AY455780	crf_bank
72_BF1.BR.10.10BR_MG004.KJ671535	crf_bank
73_BG.ES.11.X3208.KM248765_syn4_yr2025	crf_bank
73_BG.ES.11.X3208.KM248765_syn3_yr2019	crf_bank
74_01B.MY.10.10MYPR268.KR019771_syn3_yr2025	crf_bank
74_01B.MY.10.10MYPR268.KR019771_syn2_yr2024	crf_bank
75_BF1.ES.17.P4837.MK341078_syn1_yr2018	crf_bank
75_BF1.IT.02.58736.GU595160	crf_bank
76_01B.JP.11.D8796.MN187300_syn3_yr2026	crf_bank
76_01B.JP.12.N628.MN187303_syn1_yr2020	crf_bank
77_cpx.MY.2014.14MYNBB164.KX673821_syn2_yr2018	crf_bank
77_cpx.MY.2014.14MYNBB084.KX673819	crf_bank
78_cpx.CN.13.YNTC88.KU161145_syn3_yr2027	crf_bank
78_cpx.CN.13.YNTC19.KU161143_syn2_yr2024	crf_bank
79_0107.CN.15.SX15JC12.KY216148_syn2_yr2023	crf_bank
79_0107.CN.19.B19459.MW732901	crf_bank
80_0107.CN.2011.YA285.MH843712_syn2_yr2024	crf_bank
80_0107.CN.2015.LS16437.OQ513606	crf_bank
81_cpx.BR.07.BRGO3001.MH986016_syn4_yr2017	crf_bank
81_cpx.BR.08.BRMT2526.MH986017_syn2_yr2022	crf_bank
82_cpx.MM.13.mSSDU75.KU820845_syn4_yr2022	crf_bank
82_cpx.MM.13.mSSDU160.KU820831_syn1_yr2025	crf_bank
83_cpx.MM.13.mSSDU94.KU820847_syn3_yr2015	crf_bank
83_cpx.MM.13.mSSDU151.KU820829	crf_bank
84_A1D.SE.14.094SE.MF373196_syn3_yr2024	crf_bank
84_A1D.SE.10.042SE.MF373153_syn2_yr2018	crf_bank
85_BC.CN.2020.C2_3766_Honghe_2020.PV184709	crf_bank
85_BC.CN.2020.C57_Kunming_2020.PV184705	crf_bank
85_BC.CN.14.14CN_SCYB18.KU992937	crf_bank
85_BC.CN.2020.C1_226_Kunming_2020.PV184679	crf_bank
85_BC.CN.14.14CN_SCYB3.KU992931	crf_bank
85_BC.CN.2020.4924_Honghe_2020.PV184713	crf_bank
85_BC.CN.2019.C1_A175_Zhaotong_2019.PV184699	crf_bank
85_BC.CN.2021.A104_Zhaotong_2021.PV184695	crf_bank
85_BC.CN.12.12YNHH21II.MK258684	crf_bank
85_BC.CN.2019.3173_Dali_2019.PV184683	crf_bank
85_BC.CN.2020.C1_23_Kunming_2020.PV184680	crf_bank
85_BC.CN.2020.4927_Honghe_2020.PV184714	crf_bank
85_BC.CN.2020.C1_A98_Zhaotong_2020.PV184703	crf_bank
85_BC.CN.2019.3749_Honghe_2019.PV185172	crf_bank
85_BC.CN.2020.4254_Kunming_2020.PV184689	crf_bank
86_BC.CN.13.15YNHS26.KX582251_syn3_yr2019	crf_bank
86_BC.CN.13.15YNHS26.KX582251_syn2_yr2023	crf_bank
87_cpx.CN.09.09YNRL215050sg.KC899012_syn3_yr2014	crf_bank
87_cpx.CN.12.DH32.KF250408_syn4_yr2022	crf_bank
88_BC.CN.05.05YNRL25sg.KC898979_syn3_yr2025	crf_bank
88_BC.CN.09.DH19.KF250402	crf_bank
89_BF1.ES.12.P3177.KX818200	crf_bank
89_BF1.ES.19.MS0360.MW802823	crf_bank
89_BF1.ES.20.TO0275.MW802824	crf_bank
90_BF1.BR.11.BRGO6043.KY628221	crf_bank
90_BF1.BR.07.BRGO3047.KY628216_syn1_yr2025	crf_bank
91_cpx.CY.2018.CY520.OK283057	crf_bank
91_cpx.CY.2017.CY467.OK584018	crf_bank
91_cpx.CY.2019.CY622.OK283060	crf_bank
92_C2U.CD.08.DRC699.MF372647	crf_bank
92_C2U.CD.08.DRC768.MF372644	crf_bank
93_cpx.CD.08.DRC653.MF372651_syn3_yr2011	crf_bank
93_cpx.CD.08.DRC367.MF372646_syn1_yr2025	crf_bank
94_cpx.FR.2015.20FR1015_MW74FOBV.MH683549	crf_bank
94_cpx.FR.16.32FR0916_MW94FOBV.MH141494_syn1_yr2019	crf_bank
95_02B.NG.15.20428v01.MH666155_syn3_yr2028	crf_bank
95_02B.NG.15.20268v01.MH666156_syn1_yr2024	crf_bank
96_cpx.CN.13.13YNBS66IDU.MG518477_syn3_yr2015	crf_bank
96_cpx.CN.10.JL.RF01.KF850149_syn1_yr2028	crf_bank
97_01B.LA.11.VI29M2888.MG760399_syn1_yr2015	crf_bank
97_01B.LA.12.VI20F5274.MG760386	crf_bank
98_06B.FR.14.C_Bordeaux.MH479276_syn4_yr2019	crf_bank
98_06B.FR.09.A_Bordeaux.MH479275_syn3_yr2018	crf_bank
99_BF1.BR.08.BRGO4013.MH986015_syn3_yr2019	crf_bank
99_BF1.BR.09.BRGO4056.MH986013_syn1_yr2023	crf_bank
100_01C.CN.13.YNLC30.MH909570_syn3_yr2020	crf_bank
100_01C.CN.13.YNLC27.MH909568_syn1_yr2025	crf_bank
101_01B.CN.07.07CNYN370.KF835546_syn3_yr2025	crf_bank
101_01B.CN.13.YNZT036.MK158945	crf_bank
102_0107.CN.17.FY058.MN178644_syn4_yr2023	crf_bank
102_0107.CN.17.FY058.MN178644_syn5_yr2028	crf_bank
103_01B.CN.17.BL3022_00.OP157185	crf_bank
103_01B.CN.15.HE150308.MH388438	crf_bank
103_01B.CN.17.BL3150_00.OP157189	crf_bank
104_0107.CN.2015.M62.MH396608_syn3_yr2022	crf_bank
104_0107.CN.15.SN139.MH396609_syn1_yr2026	crf_bank
105_0108.CN.17.LS17S0123.MN752126_syn1_yr2021	crf_bank
105_0108.CN.18.LS18S0127.MN752128	crf_bank
106_cpx.CN.14.14YN252.MT624745	crf_bank
106_cpx.CN.18.LC18S083.MT276999	crf_bank
106_cpx.CN.14.14YN526.MT624746	crf_bank
107_01B.CN.18.HL18S214.MT712389_syn2_yr2024	crf_bank
107_01B.CN.2018.HL18S37.MT712391_syn1_yr2019	crf_bank
108_BC.ES.18.P4977.MN172223_syn1_yr2021	crf_bank
108_BC.ES.16.P4439.MN172222	crf_bank
109_0107.CN.14.LS14250.MT919518_syn1_yr2028	crf_bank
109_0107.VN.2021.SP132.LC739526_syn2_yr2023	crf_bank
110_BC.CN.07.07CNYN338.KF835524_syn3_yr2015	crf_bank
110_BC.CN.09.09YNLC216031sg.KC898987_syn2_yr2019	crf_bank
111_01C.CN.16.16YN604.MT624752	crf_bank
111_01C.CN.16.YN16H18.MZ327298	crf_bank
112_01B.CN.2018.BL3797-00.MW018134_syn1_yr2024	crf_bank
112_01B.CN.x.278.OM974704	crf_bank
113_0107.CN.2019.BL3958-00.MW018136_syn2_yr2028	crf_bank
113_0107.CN.17.BL3128_00.MW018132	crf_bank
114_0155.CN.19.VCT19012.MN654109	crf_bank
114_0155.CN.19.B19155.MN654107	crf_bank
115_01C.CN.13.kang019a_NFL.KJ778895_syn4_yr2023	crf_bank
115_01C.CN.12.kang140_NFL.KJ778896_syn2_yr2018	crf_bank
116_0108.CN.16.16YN253.MT624749_syn3_yr2018	crf_bank
116_0108.CN.14.14YN264.MT624748_syn2_yr2024	crf_bank
117_0107.CN.14.MSM_LS10913.MZ076687_syn3_yr2015	crf_bank
117_0107.CN.17.17ZJ075.MK397789	crf_bank
118_BC.CN.17.YN287_168.MZ063029_syn2_yr2019	crf_bank
118_BC.CN.13.YN23II.MZ063027_syn1_yr2019	crf_bank
119_0107.CN.2017.nj82.MT347596	crf_bank
119_0107.CN.17.nj111.MT347589	crf_bank
120_0107.CN.15.HES_LS16846.OK662596_syn2_yr2027	crf_bank
120_0107.CN.2015.MSM-LS14873.OK662597_syn1_yr2026	crf_bank
121_0107.CN.2022.92715_1818.PV136285	crf_bank
121_0107.CN.11.JL.RF09.KJ184180	crf_bank
121_0107.CN.15.MSM_LS16178.MZ076689	crf_bank
122_BF1.ES.18.GA486085.OL982314_syn1_yr2025	crf_bank
122_BF1.ES.09.DEMBF09ES003.JX140660	crf_bank
123_0107.CN.20.HB010047.OM025084_syn3_yr2027	crf_bank
123_0107.CN.2020.HB010314.OM025085	crf_bank
124_cpx.AO.09.ANG.44.ON962803_syn3_yr2022	crf_bank
124_cpx.AO.09.ANG.78.ON962804_syn2_yr2028	crf_bank
125_0107.CN.2018.YNZTA173.ON054291_syn2_yr2025	crf_bank
125_0107.CN.2018.YNZTA178.ON054292_syn3_yr2026	crf_bank
126_0755.CN.21.210012.ON456387_syn2_yr2026	crf_bank
126_0755.CN.18.ZLQ00461.ON456389	crf_bank
127_07109.VN.2020.SP223.LC735411_syn3_yr2024	crf_bank
127_07109.VN.2021.SP164.LC735413_syn4_yr2024	crf_bank
128_07B.CN.18.12073_GD5543.ON751735_syn2_yr2019	crf_bank
128_07B.CN.18.12073_GD5543.ON751735_syn1_yr2022	crf_bank
129_56G.CY.2018.CY529.ON989285	crf_bank
129_56G.CY.19.CY625.ON989341	crf_bank
130_A1B.CY.17.CY413.ON989226	crf_bank
130_A1B.US.18.5112_wk_2_PL3_M7.MW059567	crf_bank
130_A1B.CY.17.CY397.OP781326	crf_bank
131_A1B.CY.20.CY710.OP781330_syn2_yr2027	crf_bank
131_A1B.CY.19.CY584.ON989320	crf_bank
132_94B.FR.2021.72FR0221_MW75FOBV.ON901790_syn1_yr2025	crf_bank
132_94B.FR.2021.66FR1121_MW78FOBV.ON901791	crf_bank
133_A6B.RU.18.KRS12_1.OP056069	crf_bank
133_A6B.RU.21.KRS263_1.OP056078	crf_bank
134_0107.CN.2021.21ZT301.OQ747191	crf_bank
134_0107.CN.2021.21ZT301.OQ747191_syn1_yr2027	crf_bank
135_0107.CN.2019.HLJ19002.OP758070	crf_bank
135_0107.CN.2018.HLJ18106.OP501672_syn1_yr2020	crf_bank
136_0107.CN.2017.HLJ17180.OP501679_syn3_yr2025	crf_bank
136_0107.CN.2016.HLJ16324.OP501677_syn2_yr2028	crf_bank
137_0107.CN.20.GD5519_ZLQ03672.OP716036	crf_bank
137_0107.CN.2019.GD5513_ZLQ00700.OP716034	crf_bank
137_0107.CN.18.GD5512_ZLQ00695.OP716033	crf_bank
138_cpx.CY.19.CY639.OP894080_syn2_yr2022	crf_bank
138_cpx.CM.11.CHU3903.KP718932	crf_bank
139_02B.JP.2022.NI2469_ACCRF4.LC762508_syn2_yr2027	crf_bank
139_02B.JP.2021.NI2446_ACCRF3.LC762507_syn1_yr2028	crf_bank
140_0107.CN.2020.2020.7_HB010104-FLG-2.OQ749392	crf_bank
140_0107.CN.2022.766.OR400997	crf_bank
140_0107.CN.2020.2020.9_HB100018-FLG-5.OQ749405	crf_bank
140_0107.CN.2020.HB010063.MW728361	crf_bank
140_0107.CN.2020.2020.9_HB100018-FLG-6.OQ749406	crf_bank
140_0107.CN.20.2020.9_HB100018_FLG_4.OQ749404	crf_bank
141_BF1.SE.15.103MK.MF373205_syn2_yr2023	crf_bank
141_BF1.BE.15.AM.MN485983	crf_bank
142_BC.CN.2021.21ZT314.PP074171_syn1_yr2028	crf_bank
142_BC.CN.2021.21ZT323.PP074172	crf_bank
143_cpx.CN.13.YNA40.OQ948241_syn3_yr2025	crf_bank
143_cpx.CN.21.YNA146.OQ948242	crf_bank
144_07C.CN.2020.JXGZ55MSH1487.OR117374	crf_bank
144_07C.CN.2020.JXGZ67FSH1587.OR117372	crf_bank
144_07C.CN.2020.JXGZ79MSH1753.OR117369	crf_bank
144_07C.CN.2021.JXGZ79MSH0208.OR117367	crf_bank
145_0755.CN.2015.15M58.PP271276	crf_bank
145_0755.CN.2020.20M023.PP271283	crf_bank
145_0755.CN.2019.19KMM043.PP271280	crf_bank
146_BC.BR.10.10BR_RJ009.KT427790	crf_bank
146_BC.ES.2019.MD_415247.PX661830	crf_bank
147_A6B.RU.17.KRS131_1.OP056075_syn3_yr2020	crf_bank
147_A6B.RU.2021.Kras204.PQ308251_syn1_yr2024	crf_bank
148_cpx.ES.2011.GA926358.PP024712_syn3_yr2025	crf_bank
148_cpx.ES.2016.PV716476.PP024718	crf_bank
149_01B.CN.15.BL1947_00.MW110767_syn4_yr2028	crf_bank
149_01B.CN.2015.BL1948-00.MW110768_syn5_yr2023	crf_bank
150_07149.CN.2019.19KMM044.PP429917_syn2_yr2026	crf_bank
150_07149.CN.2018.18KMM068.PP429916	crf_bank
151_0107.CN.17.YNM132.OR514935_syn4_yr2023	crf_bank
151_0107.CN.17.YNM132.OR514935_syn2_yr2024	crf_bank
152_DG.PK.21.AKU_GT60.OR345465_syn1_yr2023	crf_bank
152_DG.PK.20.AKU_GT45.OR345464	crf_bank
153_55B.CN.18.04_045.OR570899_syn2_yr2020	crf_bank
153_55B.CN.18.12_035.OR570901	crf_bank
154_0755.CN.19.ZLQ01349.OR570903_syn3_yr2025	crf_bank
154_0755.CN.18.04_077.OR570904	crf_bank
155_0755.CN.21.210440.OR570891_syn3_yr2024	crf_bank
155_0755.CN.21.210440.OR570891_syn1_yr2024	crf_bank
156_0755.CN.18.ZLQ00277.OR570897_syn1_yr2027	crf_bank
156_0755.CN.2022.220002.OR581725	crf_bank
157_A6C.RU.23.Vlad8_23.OR736074_syn3_yr2024	crf_bank
157_A6C.RU.21.Vlad29.OR736072_syn4_yr2023	crf_bank
158_0107.CN.2020.20M108.PP977573_syn2_yr2024	crf_bank
158_0107.CN.2021.21M114.PP977574	crf_bank
159_01103.CN.22.BDL104.PP056118_syn3_yr2028	crf_bank
159_01103.CN.19.BD093A.PP056116	crf_bank
160_0708.CN.2022.22HH436.PQ736322	crf_bank
160_0708.CN.2021.21ZT386.PQ736317	crf_bank
161_0107.CN.2018.18KMM039.PV741253_syn3_yr2028	crf_bank
161_0107.CN.2018.18KMM039.PV741253_syn2_yr2023	crf_bank
162_cpx.CN.2019.191286.PP483792	crf_bank
162_cpx.CN.2022.220370.PP483798	crf_bank
163_0107.CN.2022.324817.PQ218317_syn3_yr2027	crf_bank
163_0107.CN.2023.305614.PQ218319_syn4_yr2025	crf_bank
168_0107.CN.2023.BL5989-00.PP975256_syn2_yr2028	crf_bank
168_0107.CN.2022.BL5765-00.PP975254_syn1_yr2028	crf_bank
169_cpx.CY.2017.CY488.ON989265_syn4_yr2018	crf_bank
169_cpx.SI.2012.Sample37_SI324.MN736702_syn1_yr2024	crf_bank
170_0107.CN.2017.YNM132.OR514935_syn3_yr2020	crf_bank
170_0107.CN.2016.YNM46.OR514934	crf_bank
172_0755.CN.2023.JH20233033.PQ356209_syn2_yr2027	crf_bank
172_0755.CN.2023.GZZY230003.PQ356208	crf_bank
173_63A6.RU.2024.24JAR103.PQ523376	crf_bank
173_63A6.RU.2024.24JAR036.PQ523368	crf_bank
173_63A6.RU.2024.24JAR055.PQ523371	crf_bank
173_63A6.RU.2021.21VLD026.PQ523377	crf_bank
174_0708.CN.2022.22HH864.PV072642	crf_bank
174_0708.CN.2022.22HH962.PV072643	crf_bank
176_BC.CN.2022.22HH275.PV548827_syn2_yr2023	crf_bank
176_BC.CN.2022.22HH789.PV548828	crf_bank
177_0708.CN.2022.22HH736.PV992710_syn2_yr2027	crf_bank
177_0708.CN.2021.21ZT458.PV992708_syn1_yr2028	crf_bank
178_BC.CN.2020.20BS147.PV207988_syn2_yr2023	crf_bank
178_BC.CN.2019.19BS273.PV207987	crf_bank
179_12B.UY.2016.863R.PQ798950_syn2_yr2021	crf_bank
179_12B.UY.2012.338R.PQ798951	crf_bank
181_BC.CN.2019.19BS001.PV781616_syn3_yr2026	crf_bank
181_BC.CN.2020.20BS178.PV781618	crf_bank
182_0708.CN.2021.YN269.PX459505_syn1_yr2027	crf_bank
182_0708.CN.2021.YN210154.PX459508	crf_bank
183_0107.CN.2018.HLJ18014.PV568687_syn4_yr2022	crf_bank
183_0107.CN.2018.HLJ18014.PV568687_syn5_yr2028	crf_bank
184_BC.CN.2023.23BS055.PV690540_syn2_yr2027	crf_bank
184_BC.CN.2022.22BS143.PV690538	crf_bank
188_0107.CN.2024.ZZS24046.PV363681_syn1_yr2027	crf_bank
188_0107.CN.2023.NY23025.PV363679	crf_bank
193_0107.CN.2021.2021.40_NO.01_HB010280_NFLG.PV743139_syn3_yr2022	crf_bank
193_0107.CN.2021.2021.43_NO.01_HB010298_NFLG.PV743140_syn4_yr2026	crf_bank
197_0108.CN.2023.23BN051.PX492345_syn3_yr2027	crf_bank
197_0108.CN.2023.23BN004.PX492343_syn2_yr2025	crf_bank
201_0107.CN.2023.HZ23NO293.PQ436968_syn3_yr2026	crf_bank
201_0107.CN.2023.HZ23NO312.PQ436970_syn1_yr2028	crf_bank
205_0107.CN.2020.20HZ2132.PX262425_syn1_yr2025	crf_bank
205_0107.CN.-.S114.OP921950_syn2_yr2023	crf_bank
